Symbol,Name,,,CASH_RATIO,CASH_RATIO,True Cash Ratio,RETURN_COM_EQY,PX_TO_BOOK_RATIO,PE_RATIO,SHORT_INT_RATIO,TOT_DEBT_TO_COM_EQY,IS_EPS,Last price,,
MSGN,MSG Networks Inc.,MSGN US Equity,MSGN UA Equity,0.0639,0.0639,0.0639,null,null,10.1584,18.961,#N/A N/A,0.62,22.8,27/06/2017 17:00,19.6
MLI,"Mueller Industries, Inc.",MLI US Equity,MLI UA Equity,0.4293,0.4293,0.4293,15.84276248,3.149862562,16.8601,4.584,90.5541,0.42,30.23,27/06/2017 17:00,35.56
MWA,Mueller Water Products Inc,MWA US Equity,MWA UA Equity,3.3816,3.3816,3.3816,22.24498156,3.407580046,33.5193,3.359,90.2752,0.06,11.76,27/06/2017 17:00,12.12
MVF,"MuniVest Fund, Inc.",MVF US Equity,MVF UA Equity,2.8487,2.8487,2.8487,null,null,null,0.14,#N/A N/A,#N/A N/A,8.74,27/06/2017 17:00,9.65
MZA,"MuniYield Arizona Fund, Inc.",MZA US Equity,MZA UA Equity,#VALUE!,#VALUE!,null,null,null,null,4.808,#N/A N/A,#N/A N/A,14.9,27/06/2017 17:00,15.8701
MUR,Murphy Oil Corporation,MUR US Equity,MUR UA Equity,1.0838,1.0838,1.0838,-4.186227242,1.217677148,null,10.577,62.187,0.97,34.275,27/06/2017 17:00,28.62
MUSA,Murphy USA Inc.,MUSA US Equity,MUSA UA Equity,0.2905,0.2905,0.2905,41.73814355,3.709561854,19.4982,12.857,124.245,1.17,77.4,27/06/2017 17:00,76.66
MVO,MV Oil Trust,MVO US Equity,MVO UA Equity,#VALUE!,#VALUE!,null,null,null,9.0781,1.953,#N/A N/A,0.22,10.31,27/06/2017 17:00,6.84
MVC,"MVC Capital, Inc.",MVC US Equity,MVC UA Equity,#VALUE!,#VALUE!,null,6.613744465,0.760389709,166.7255,0.497,55.4911,-0.18,9.85,27/06/2017 17:00,10.72
MVCD,"MVC Capital, Inc.",MVCD US Equity,MVCD UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
MYE,"Myers Industries, Inc.",MYE US Equity,MYE UA Equity,0.0312,0.0312,0.0312,-6.497863586,6.180568554,53.0801,0.375,150.4941,0.22,19.7,27/06/2017 17:00,19.65
MYOV,Myovant Sciences Ltd.,MYOV US Equity,MYOV UA Equity,9.8619,9.8619,9.8619,-140.0992641,39.80405698,null,12.679,115.6246,-0.8076,23.9056,27/06/2017 17:00,11.37
NBR,Nabors Industries Ltd.,NBR US Equity,NBR UA Equity,8.9651,8.9651,8.9651,-18.09966648,0.732393763,null,3.386,157.0904,-0.46,6.685,27/06/2017 17:00,6.01
NBR^A,Nabors Industries Ltd.,NBR^A US Equity,NBR^A UA Equity,7.5686,7.5686,7.5686,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NC,"NACCO Industries, Inc.",NC US Equity,NC UA Equity,4.8218,4.8218,4.8218,14.92363287,1.066863598,7.9556,2.126,22.5754,1.19,35.9,#N/A Limit: Monthly,
NTP,Nam Tai Property Inc.,NTP US Equity,NTP UA Equity,2.9291,2.9291,2.9291,1.896564949,1.640722723,248.4259,8.216,0,0.07,11.15,27/06/2017 17:00,12.45
NTEST,NASDAQ TEST STOCK,NTEST US Equity,NTEST UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A N/A,#N/A N/A,#N/A N/A,22.51,27/06/2017 17:00,30.5
NTEST.A,NASDAQ TEST STOCK,NTEST.A US Equity,NTEST.A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NTEST.B,NASDAQ TEST STOCK,NTEST.B US Equity,NTEST.B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NTEST.C,NASDAQ TEST STOCK,NTEST.C US Equity,NTEST.C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NBHC,National Bank Holdings Corporation,NBHC US Equity,NBHC UA Equity,#VALUE!,#VALUE!,null,2.498561447,1.83626495,25.6671,6.831,33.8341,0.28,38.62,27/06/2017 17:00,32.03
NFG,National Fuel Gas Company,NFG US Equity,NFG UA Equity,0.4552,0.4552,0.4552,22.17007277,2.355145346,16.271,9.719,108.6404,1.07,53.48,27/06/2017 17:00,57.36
NGG,"National Grid Transco, PLC",NGG US Equity,NGG UA Equity,0.6002,0.6002,0.6002,18.1122449,null,null,1.577,#N/A N/A,#N/A N/A,55.2197,27/06/2017 17:00,59.13
NHI,"National Health Investors, Inc.",NHI US Equity,NHI UA Equity,#VALUE!,#VALUE!,null,11.78038214,2.337338251,20.3477,8.363,87.9038,0.93,75.21,27/06/2017 17:00,79.02
NOV,"National Oilwell Varco, Inc.",NOV US Equity,NOV UA Equity,0.5797,0.5797,0.5797,-1.307002821,1.117063315,null,6.191,19.2657,-0.18,43.4,27/06/2017 17:00,33.14
NPK,"National Presto Industries, Inc.",NPK US Equity,NPK UA Equity,3.1591,3.1591,3.1591,13.72805617,2.663717444,21.5627,18.038,0,1.57,130.05,27/06/2017 17:00,97.2
NNN,National Retail Properties,NNN US Equity,NNN UA Equity,#VALUE!,#VALUE!,null,8.296760387,2.066109268,30.4999,8.428,81.5966,0.62,43.9,27/06/2017 17:00,42.18
NNN^E,National Retail Properties,NNN^E US Equity,NNN^E UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NNN^F,National Retail Properties,NNN^F US Equity,NNN^F UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
SID,National Steel Company,SID US Equity,SID UA Equity,0.3122,0.3122,0.3122,20.81893493,null,null,2.831,409.2256,#N/A N/A,2.01,27/06/2017 17:00,2.32
NSA,National Storage Affiliates Trust,NSA US Equity,NSA UA Equity,#VALUE!,#VALUE!,null,1.287100121,2.26469167,842.0477,11.396,162.8514,0.16,30.83,#N/A Limit: Monthly,
NSA^A,National Storage Affiliates Trust,NSA^A US Equity,NSA^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NSM,Nationstar Mortgage Holdings Inc.,NSM US Equity,NSM UA Equity,#VALUE!,#VALUE!,null,10.57367829,0.930607816,5.9615,9.146,530.6667,1.63,17.73,27/06/2017 17:00,18.29
NGS,"Natural Gas Services Group, Inc.",NGS US Equity,NGS UA Equity,12.9679,12.9679,12.9679,8.05203931,1.158521158,89.7475,5.237,0.1619,0.02,24.2,27/06/2017 17:00,25
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",NGVC US Equity,NGVC UA Equity,0.1156,0.1156,0.1156,7.594327761,1.941794209,26.1875,16.899,40.1985,0.15,12.91,27/06/2017 17:00,8.05
NRP,Natural Resource Partners LP,NRP US Equity,NRP UA Equity,0.1053,0.1053,0.1053,null,1.398223288,5.8873,0.503,285.0755,1.49,31.85,27/06/2017 17:00,24.75
NTZ,"Natuzzi, S.p.A.",NTZ US Equity,NTZ UA Equity,0.2911,0.2911,0.2911,-24.58010905,0.722381305,null,#N/A N/A,45.0148,#N/A N/A,1.7,27/06/2017 17:00,1.54
NLS,"Nautilus Group, Inc. (The)",NLS US Equity,NLS UA Equity,1.2564,1.2564,1.2564,15.57956401,2.605851739,19.7507,8.348,23.7864,0.27,15.9,27/06/2017 17:00,13.7
NCI,"Navigant Consulting, Inc.",NCI US Equity,NCI UA Equity,0.0525,0.0525,0.0525,11.315253,1.588985744,16.8038,3.817,26.6097,0.26,23.45,27/06/2017 17:00,19.17
NVGS,Navigator Holdings Ltd.,NVGS US Equity,NVGS UA Equity,0.4997,0.4997,0.4997,0.340320774,0.744293594,23.7143,5.346,87.3601,0.01,13.35,27/06/2017 17:00,10.05
NNA,Navios Maritime Acquisition Corporation,NNA US Equity,NNA UA Equity,1.1473,1.1473,1.1473,-21.72651859,0.232029362,5.6537,24.254,238.9343,-0.16,0.6641,27/06/2017 17:00,1.18
NM,Navios Maritime Holdings Inc.,NM US Equity,NM UA Equity,0.5046,0.5046,0.5046,-25.12946462,0.186626776,null,12.242,326.1126,-0.35,0.8602,27/06/2017 17:00,1.3
NM^G,Navios Maritime Holdings Inc.,NM^G US Equity,NM^G UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NM^H,Navios Maritime Holdings Inc.,NM^H US Equity,NM^H UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NAP,Navios Maritime Midstream Partners LP,NAP US Equity,NAP UA Equity,3.2398,3.2398,3.2398,-7.940865288,0.377525227,10.8837,4.718,90.4256,-1.38,3.8062,27/06/2017 17:00,8.11
NMM,Navios Maritime Partners LP,NMM US Equity,NMM UA Equity,0.9267,0.9267,0.9267,-3.187609252,null,25.5379,2.093,#N/A N/A,0.03,2,27/06/2017 17:00,2.35
NAV,Navistar International Corporation,NAV US Equity,NAV UA Equity,0.2997,0.2997,0.2997,null,null,86.0059,5.763,#N/A N/A,0.56,40.65,27/06/2017 17:00,41.63
NAV^D,Navistar International Corporation,NAV^D US Equity,NAV^D UA Equity,0.2807,0.2807,0.2807,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NCS,"NCI Building Systems, Inc.",NCS US Equity,NCS UA Equity,0.0709,0.0709,0.0709,12.40556407,5.131044879,19.5311,2.448,156.5289,-0.09,21,27/06/2017 17:00,18.9
NCR,NCR Corporation,NCR US Equity,NCR UA Equity,0.1322,0.1322,0.1322,27.03196347,6.113177685,16.8321,7.49,525.1282,0.07,30.45,27/06/2017 17:00,32.25
NP,"Neenah, Inc.",NP US Equity,NP UA Equity,0.0529,0.0529,0.0529,20.61530371,3.422998864,18.4903,5.008,65.5909,0.96,84.95,27/06/2017 17:00,88
NNI,"Nelnet, Inc.",NNI US Equity,NNI UA Equity,#VALUE!,#VALUE!,null,10.9147456,1.074671666,9.8335,4.445,949.4496,2.78,59.59,27/06/2017 17:00,55.53
NPTN,NeoPhotonics Corporation,NPTN US Equity,NPTN UA Equity,0.5819,0.5819,0.5819,-29.80577634,1.473756509,null,9.185,46.6716,-0.41,6.05,#N/A Limit: Monthly,
NETS,Netshoes (Cayman) Limited,NETS US Equity,NETS UA Equity,0.103,0.103,0.103,-55.9231323,0.632134498,null,0.899,60.9286,#N/A N/A,2.6,27/06/2017 17:00,6.91
NVRO,Nevro Corp.,NVRO US Equity,NVRO UA Equity,4.8528,4.8528,4.8528,-16.43347707,9.927693165,null,7.333,60.5143,-0.59,81.99,27/06/2017 17:00,66.26
HYB,"New America High Income Fund, Inc. (The)",HYB US Equity,HYB UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.728,#N/A N/A,#N/A N/A,8.57,27/06/2017 17:00,9.45
GF,"New Germany Fund, Inc. (The)",GF US Equity,GF UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.423,#N/A N/A,#N/A N/A,18.3404,27/06/2017 17:00,19.54
NWHM,New Home Company Inc. (The),NWHM US Equity,NWHM UA Equity,1.3176,1.3176,1.3176,6.200820126,0.820516934,10.6202,9.015,122.7634,-0.03,9.99,#N/A Limit: Monthly,
IRL,"New Ireland Fund, Inc. (The)",IRL US Equity,IRL UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.257,#N/A N/A,#N/A N/A,11.64,27/06/2017 17:00,12.66
NEWM,New Media Investment Group Inc.,NEWM US Equity,NEWM UA Equity,0.328,0.328,0.328,0.303469573,1.53097782,31.3133,8.802,62.4269,-0.01,18.94,27/06/2017 17:00,16.72
NMFC,New Mountain Finance Corporation,NMFC US Equity,NMFC UA Equity,#VALUE!,#VALUE!,null,10.38771194,0.981348053,11.5373,1.522,95.9387,0.31,13.425,27/06/2017 17:00,14.15
EDU,"New Oriental Education & Technology Group, Inc.",EDU US Equity,EDU UA Equity,1.6386,1.6386,1.6386,15.90028133,7.461276292,40.5115,1.152,0,#N/A N/A,94.26,27/06/2017 17:00,89.18
NEWR,"New Relic, Inc.",NEWR US Equity,NEWR UA Equity,1.6517,1.6517,1.6517,-22.55018062,25.84819326,null,1.852,0,-0.13,100.94,27/06/2017 17:00,56.73
NRZ,New Residential Investment Corp.,NRZ US Equity,NRZ UA Equity,1.5533,1.5533,1.5533,29.49827812,1.077734397,5.8382,3.862,258.9456,1.83,18.135,27/06/2017 17:00,18.02
SNR,New Senior Investment Group Inc.,SNR US Equity,SNR UA Equity,1.6071,1.6071,1.6071,1.718219129,1.2988859,null,3.549,403.8586,-0.16,7.57,27/06/2017 17:00,7.64
NWY,"New York & Company, Inc.",NWY US Equity,NWY UA Equity,1.4242,0.5004,1.4242,16.28809697,3.566324132,25.5747,7.922,0,0.05,5.265,27/06/2017 17:00,2.54
NYCB,"New York Community Bancorp, Inc.",NYCB US Equity,NYCB UA Equity,1.1339,0.5748,1.1339,7.116530346,0.880077786,14.1616,11.91,212.9646,0.2,11.29,27/06/2017 17:00,13.23
NYCB^A,"New York Community Bancorp, Inc.",NYCB^A US Equity,NYCB^A UA Equity,#VALUE!,0.4122,0.4122,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NYCB^U,"New York Community Bancorp, Inc.",NYCB^U US Equity,NYCB^U UA Equity,#VALUE!,0.6418,0.6418,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NYRT,"New York REIT, Inc.",NYRT US Equity,NYRT UA Equity,#VALUE!,0.5288,0.5288,null,0.603920774,null,6.94,11.3609,#N/A N/A,18.36,27/06/2017 17:00,4.93
NYT,New York Times Company (The),NYT US Equity,NYT UA Equity,1.3866,1.3866,1.3866,1.432647583,4.417998687,23.3519,7.283,26.2103,0.13,26.025,27/06/2017 17:00,18
NWL,Newell Brands Inc.,NWL US Equity,NWL UA Equity,0.0933,0.0933,0.0933,16.56249402,0.889190314,21.8534,7.369,78.9483,0.11,26.23,27/06/2017 17:00,31.16
NFX,Newfield Exploration Company,NFX US Equity,NFX UA Equity,0.2322,0.2322,0.2322,28.09980806,3.94276435,16.0071,3.26,161.7276,0.43,31.13,27/06/2017 17:00,30.24
NJR,NewJersey Resources Corporation,NJR US Equity,NJR UA Equity,0.0048,0.0048,0.0048,17.89614817,2.655294045,21.4717,7.114,89.5975,1.6,44.1,#N/A Limit: Monthly,
NEU,NewMarket Corporation,NEU US Equity,NEU UA Equity,0.0071,0.0071,0.0071,31.50699949,7.132878978,22.4136,5.929,95.435,5.14,400.96,27/06/2017 17:00,391.67
NEM,Newmont Mining Corporation,NEM US Equity,NEM UA Equity,2.6842,2.6842,2.6842,0.450070323,1.859004541,30.3296,1.619,38.7234,0.36,37.49,27/06/2017 17:00,34.59
NR,"Newpark Resources, Inc.",NR US Equity,NR UA Equity,0.4053,0.4053,0.4053,0.389728005,1.728816162,147.4597,10.766,33.9914,0.08,11.525,27/06/2017 17:00,8.45
NEXA,Nexa Resources S.A.,NEXA US Equity,NEXA UA Equity,1.4182,1.4182,1.4182,null,0.700689744,null,1.432,56.2661,0.41,12.36,27/06/2017 17:00,16.88
NXRT,"NexPoint Residential Trust, Inc.",NXRT US Equity,NXRT UA Equity,#VALUE!,#VALUE!,null,28.38378686,2.340797091,null,2.482,309.6257,0.48,28.21,#N/A Limit: Monthly,
NHF,NexPoint Strategic Opportunities Fund,NHF US Equity,NHF UA Equity,#VALUE!,#VALUE!,null,null,null,null,3.015,#N/A N/A,#N/A N/A,22.08,27/06/2017 17:00,24.24
NEP,"NextEra Energy Partners, LP",NEP US Equity,NEP UA Equity,0.1653,0.1653,0.1653,-0.232761129,1.466100049,30.7755,5.254,210.5882,1.35,46.56,27/06/2017 17:00,40.05
NEE,"NextEra Energy, Inc.",NEE US Equity,NEE UA Equity,0.0574,0.0574,0.0574,28.25627545,2.386106254,21.2618,4.853,98.4498,9.41,167.67,27/06/2017 17:00,157.07
NEE^I,"NextEra Energy, Inc.",NEE^I US Equity,NEE^I UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NEE^J,"NextEra Energy, Inc.",NEE^J US Equity,NEE^J UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NEE^K,"NextEra Energy, Inc.",NEE^K US Equity,NEE^K UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NEE^Q,"NextEra Energy, Inc.",NEE^Q US Equity,NEE^Q UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NEE^R,"NextEra Energy, Inc.",NEE^R US Equity,NEE^R UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NGL,NGL ENERGY PARTNERS LP,NGL US Equity,NGL UA Equity,0.0131,0.0131,0.0131,-6.614758636,0.860498252,null,1.39,149.224,0.7568,12.95,27/06/2017 17:00,14.6
NGL^B,NGL ENERGY PARTNERS LP,NGL^B US Equity,NGL^B UA Equity,0.0239,0.0239,0.0239,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NMK^B,"Niagara Mohawk Holdings, Inc.",NMK^B US Equity,NMK^B UA Equity,0.0186,0.0186,0.0186,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NMK^C,"Niagara Mohawk Holdings, Inc.",NMK^C US Equity,NMK^C UA Equity,0.0244,0.0244,0.0244,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NLSN,Nielsen N.V.,NLSN US Equity,NLSN UA Equity,0.0235,0.0235,0.0235,10.26130533,2.607690595,24.1976,7.165,203.0531,0.2,30.4,27/06/2017 17:00,37.93
NKE,"Nike, Inc.",NKE US Equity,NKE UA Equity,1.1288,1.1288,1.1288,16.0327053,12.00099095,23.506,3.408,35.6369,#N/A N/A,72.72,27/06/2017 17:00,62.17
NINE,"Nine Energy Service, Inc.",NINE US Equity,NINE UA Equity,0.9113,0.9113,0.9113,null,1.757870806,null,0.664,24.7497,0.08,33.705,27/06/2017 17:00,0
NI,"NiSource, Inc",NI US Equity,NI UA Equity,0.9465,0.9465,0.9465,4.445057662,1.904085237,22.2685,4.749,202.3168,0.82,25.59,#N/A Limit: Monthly,
NL,"NL Industries, Inc.",NL US Equity,NL UA Equity,0.8215,0.8215,0.8215,45.15352911,1.241772777,4.917,4.856,0.1416,0.29,8.75,27/06/2017 17:00,13.3
NOAH,Noah Holdings Ltd.,NOAH US Equity,NOAH UA Equity,1.7181,1.7181,1.7181,19.35055087,4.276031955,16.5376,2.201,9.7556,4.7,55.14,27/06/2017 17:00,42.66
NE,Noble Corporation,NE US Equity,NE UA Equity,1.5679,1.5679,1.5679,-6.836403868,0.289896748,5.1519,7.292,77.0123,-0.58,6.26,27/06/2017 17:00,4.25
NBL,Noble Energy Inc.,NBL US Equity,NBL UA Equity,0.4481,0.4481,0.4481,-6.105627353,1.639910249,83.8615,4.458,67.3808,1.14,36.38,27/06/2017 17:00,26.85
NBLX,Noble Midstream Partners LP,NBLX US Equity,NBLX UA Equity,0.1141,0.1141,0.1141,39.49918147,4.047317689,17.1321,3.21,87.4868,0.97,49.18,27/06/2017 17:00,51.55
NOK,Nokia Corporation,NOK US Equity,NOK UA Equity,0.6836,0.6836,0.6836,-6.790843168,null,null,2.791,23.5518,#N/A N/A,5.84,#N/A Limit: Monthly,
NOMD,Nomad Foods Limited,NOMD US Equity,NOMD UA Equity,0.5494,0.5494,0.5494,7.815615693,1.493628322,32.5345,0.512,77.365,0.36,19.36,27/06/2017 17:00,16.53
NMR,Nomura Holdings Inc ADR,NMR US Equity,NMR UA Equity,#VALUE!,#VALUE!,null,7.919612019,null,null,1.951,1298.7278,#N/A N/A,4.8831,27/06/2017 17:00,5.91
OSB,Norbord Inc.,OSB US Equity,OSB UA Equity,0.5523,0.5523,0.5523,54.00560224,null,null,16.227,50.506,#N/A N/A,40.76,27/06/2017 17:00,32.59
NAO,Nordic American Offshore Ltd,NAO US Equity,NAO UA Equity,8.835,8.835,8.835,-11.86218808,0.298789008,null,11.624,57.5229,-0.15,1.1118,27/06/2017 17:00,1.23
NAT,Nordic American Tankers Limited,NAT US Equity,NAT UA Equity,#VALUE!,#VALUE!,null,-25.91079145,0.543069957,null,6.286,#N/A N/A,-0.13,2.72,27/06/2017 17:00,3.67
JWN,"Nordstrom, Inc.",JWN US Equity,JWN UA Equity,0.2076,0.2076,0.2076,52.89066972,8.029308531,14.6576,3.682,255.7009,0.52,51.74,27/06/2017 17:00,45.74
NSC,Norfolk Souther Corporation,NSC US Equity,NSC UA Equity,0.2663,0.2663,0.2663,38.14130247,2.61219582,20.1845,4.21,62.6568,1.94,152.72,27/06/2017 17:00,141.46
NOA,North American Construction Group Ltd.,NOA US Equity,NOA UA Equity,0.1936,0.1936,0.1936,4.244104716,null,null,0.263,89.3063,#N/A N/A,6.15,27/06/2017 17:00,4.35
NRT,North European Oil Royality Trust,NRT US Equity,NRT UA Equity,0.3591,0.3591,0.3591,null,null,11.082,0.374,#N/A N/A,0.19,8.1904,27/06/2017 17:00,6.68
NOC,Northrop Grumman Corporation,NOC US Equity,NOC UA Equity,0.2968,0.2968,0.2968,31.93835927,7.139909183,20.6487,1.641,198.6979,4.24,311.525,27/06/2017 17:00,307.28
NRE,NorthStar Realty Europe Corp.,NRE US Equity,NRE UA Equity,#VALUE!,#VALUE!,null,-2.841790448,1.299752117,null,2.726,204.4888,-0.02,14.47,27/06/2017 17:00,14.03
NWN,Northwest Natural Gas Company,NWN US Equity,NWN UA Equity,0.0354,0.0354,0.0354,-6.606186468,2.355539296,27.0814,2.769,104.6719,1.44,63.65,27/06/2017 17:00,64
NWE,NorthWestern Corporation,NWE US Equity,NWE UA Equity,0.0145,0.0145,0.0145,9.2913704,1.655214299,18.8775,2.399,111.2165,1.18,56.76,27/06/2017 17:00,62.12
NCLH,Norwegian Cruise Line Holdings Ltd.,NCLH US Equity,NCLH UA Equity,0.0975,0.0975,0.0975,15.60969004,1.907266443,17.2376,2.607,112.6511,0.45,49.445,27/06/2017 17:00,53.65
NVS,Novartis AG,NVS US Equity,NVS UA Equity,0.2275,0.2275,0.2275,11.62643131,null,null,0.927,47.976,#N/A N/A,73.365,27/06/2017 17:00,84.46
NVO,Novo Nordisk A/S,NVO US Equity,NVO UA Equity,#VALUE!,#VALUE!,null,91.61452111,null,null,1.39,#N/A N/A,#N/A N/A,45.88,#N/A Limit: Monthly,
DNOW,NOW Inc.,DNOW US Equity,DNOW UA Equity,0.1806,0.1806,0.1806,-2.281368821,1.18302051,32.6546,7.804,14.6812,0.02,13.65,27/06/2017 17:00,10.52
NRG,"NRG Energy, Inc.",NRG US Equity,NRG UA Equity,0.206,0.206,0.206,null,null,17.6264,4.141,#N/A N/A,0.88,31.61,27/06/2017 17:00,28.7
NYLD,"NRG Yield, Inc.",NYLD US Equity,NYLD UA Equity,0.2014,0.2014,0.2014,0.167364017,null,null,4.057,339.5442,#N/A N/A,17.375,27/06/2017 17:00,18.7
NYLD.A,"NRG Yield, Inc.",NYLD.A US Equity,NYLD.A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NUS,"Nu Skin Enterprises, Inc.",NUS US Equity,NUS UA Equity,0.5856,0.5856,0.5856,18.49543254,5.539833652,21.2297,9.483,58.8058,0.66,80.16,27/06/2017 17:00,67.27
NUE,Nucor Corporation,NUE US Equity,NUE UA Equity,0.2673,0.2673,0.2673,15.35807318,2.234749759,16.1648,2.068,42.5233,1.11,64.39,27/06/2017 17:00,61.95
NS,Nustar Energy L.P.,NS US Equity,NS UA Equity,0.0232,0.0232,0.0232,8.218028114,1.343129665,35.0483,8.401,218.1465,1.15,23.73,27/06/2017 17:00,30.03
NS^A,Nustar Energy L.P.,NS^A US Equity,NS^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NS^B,Nustar Energy L.P.,NS^B US Equity,NS^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NS^C,Nustar Energy L.P.,NS^C US Equity,NS^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NSH,"Nustar GP Holdings, LLC",NSH US Equity,NSH UA Equity,0.0055,0.0055,0.0055,34.8522908,2.539480745,16.4044,5.174,18.6246,0.28,12.9,27/06/2017 17:00,14.7
NSS,"NuStar Logistics, L.P.",NSS US Equity,NSS UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NTR,Nutrien Ltd.,NTR US Equity,NTR UA Equity,0.0481,0.0481,0.0481,2.99352109,null,null,3.43,45.6916,#N/A N/A,54.88,27/06/2017 17:00,0
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,JMLP US Equity,JMLP UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.933,#N/A N/A,#N/A N/A,8.14,27/06/2017 17:00,8.61
NVG,Nuveen AMT-Free Municipal Credit Income Fund,NVG US Equity,NVG UA Equity,#VALUE!,#VALUE!,null,null,null,null,1.025,#N/A N/A,#N/A N/A,14.58,27/06/2017 17:00,15.59
NUV,Nuveen AMT-Free Municipal Value Fund,NUV US Equity,NUV UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.044,#N/A N/A,#N/A N/A,9.51,27/06/2017 17:00,10.12
NUW,Nuveen AMT-Free Municipal Value Fund,NUW US Equity,NUW UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.16,#N/A N/A,#N/A N/A,15.65,27/06/2017 17:00,17.961
NEA,Nuveen AMT-Free Quality Municipal Income Fund,NEA US Equity,NEA UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.188,#N/A N/A,#N/A N/A,12.99,27/06/2017 17:00,13.75
